ID,AAC_A,AAC_C,AAC_D,AAC_E,AAC_F,AAC_G,AAC_H,AAC_I,AAC_K,AAC_L,AAC_M,AAC_N,AAC_P,AAC_Q,AAC_R,AAC_S,AAC_T,AAC_V,AAC_W,AAC_Y
,,,,,,,,,,,,,,,,,,,,
N3738,5.94,2.28,5.48,5.48,1.83,7.76,4.57,8.22,6.85,6.85,3.2,5.48,3.65,2.74,2.74,6.85,3.65,8.22,0.91,7.31
,,,,,,,,,,,,,,,,,,,,
N3740,4.08,2.42,7.64,5.73,5.86,3.57,2.04,8.03,7.64,9.17,1.91,6.5,4.46,1.78,5.48,6.75,6.88,5.73,0.51,3.82
,,,,,,,,,,,,,,,,,,,,
N3742,2.17,4.35,6.52,10.87,4.35,5.43,1.09,4.35,14.13,5.43,3.26,14.13,1.09,0,6.52,3.26,3.26,4.35,0,5.43
,,,,,,,,,,,,,,,,,,,,
N3744,1.54,1.54,3.08,10.77,3.08,3.08,3.08,4.62,9.23,1.54,3.08,6.15,13.85,6.15,10.77,7.69,3.08,1.54,0,6.15
,,,,,,,,,,,,,,,,,,,,
N3746,2.57,2.57,5.71,5.14,5.14,4.29,1.71,7.43,6.57,8.86,2.57,8.29,4.57,3.43,6.57,6.86,5.14,7.14,0.57,4.86
,,,,,,,,,,,,,,,,,,,,
N3748,2.45,1.96,9.31,7.35,5.39,1.96,1.47,9.8,7.35,8.82,2.94,9.31,0.98,1.96,5.88,4.9,4.41,6.37,0.98,6.37
,,,,,,,,,,,,,,,,,,,,
N3750,2.72,3.26,10.87,4.35,4.89,0.54,2.17,8.7,6.52,8.15,1.63,5.43,3.8,2.17,3.26,8.7,9.24,5.43,1.09,7.07
,,,,,,,,,,,,,,,,,,,,
N3752,2.52,2.37,9.15,4.73,3.47,3,1.74,12.62,8.83,10.25,2.05,7.73,2.21,1.89,3.15,5.68,5.05,4.42,0.47,8.68
,,,,,,,,,,,,,,,,,,,,
N3754,8.42,3.16,6.32,2.11,4.21,3.16,2.11,10.53,6.32,8.42,2.11,7.37,5.26,1.05,5.26,6.32,4.21,6.32,2.11,5.26
,,,,,,,,,,,,,,,,,,,,
N3756,2.28,4.11,9.13,5.48,4.57,4.11,1.83,6.39,8.22,7.76,2.74,5.94,4.11,2.28,2.74,6.39,8.22,7.76,0.46,5.48
,,,,,,,,,,,,,,,,,,,,
N3758,2.11,2.11,9.47,8.95,4.21,3.68,0.53,9.47,10.53,11.05,3.16,4.21,1.05,3.16,6.32,4.21,4.21,5.26,1.05,5.26
,,,,,,,,,,,,,,,,,,,,
N3760,3.19,2.84,6.38,5.14,2.84,4.61,1.77,11.17,6.56,9.22,2.3,8.69,3.01,1.95,3.37,10.82,3.9,3.9,1.6,6.74
,,,,,,,,,,,,,,,,,,,,
N3762,2.09,2.79,6.97,3.83,3.48,2.09,4.01,9.76,7.32,11.32,2.96,8.71,2.79,1.39,4.7,5.4,6.97,4.88,0,8.54
,,,,,,,,,,,,,,,,,,,,
N3764,2.83,2.83,6.8,5.95,3.4,5.1,3.12,8.5,7.65,8.5,2.27,5.95,3.68,1.13,4.53,5.95,7.65,6.23,1.7,6.23
,,,,,,,,,,,,,,,,,,,,
N3766,11.36,1.36,5.45,7.73,4.55,5,3.64,1.82,2.27,5.91,2.27,1.36,7.27,5.45,11.36,4.09,4.09,9.55,2.27,3.18
,,,,,,,,,,,,,,,,,,,,
N3768,5.31,0,6.16,2.05,2.4,4.62,1.37,8.39,15.41,8.05,0.17,9.08,1.88,3.08,2.57,9.08,7.53,7.19,0.17,5.48
,,,,,,,,,,,,,,,,,,,,
N3770,8.33,1.04,7.99,7.64,3.47,8.68,3.12,5.56,7.29,7.29,1.04,5.21,3.47,3.47,3.12,6.94,4.51,7.64,0.69,3.47
,,,,,,,,,,,,,,,,,,,,
N3772,5.79,0.15,7.86,12.61,1.38,2.87,1.88,6.53,8.16,10.83,1.83,6.92,0.94,6.08,9.79,5.79,5.19,3.17,0.25,1.98
,,,,,,,,,,,,,,,,,,,,
N3774,4.89,3.56,7.56,7.56,6.67,4,1.33,5.78,8,11.56,3.56,4.44,4,4.89,4.89,4.89,3.56,2.67,1.78,4.44
,,,,,,,,,,,,,,,,,,,,
N3776,7.18,0.74,7.73,4.42,3.5,8.66,2.95,3.87,6.63,5.71,4.79,4.42,4.42,5.34,2.03,7.37,4.97,7,1.29,7
,,,,,,,,,,,,,,,,,,,,
N3778,15.18,1.14,0.95,2.66,3.8,6.26,0.95,4.74,0.76,18.98,1.52,1.9,6.45,2.28,6.26,5.88,6.64,8.35,2.47,2.85
,,,,,,,,,,,,,,,,,,,,
N3780,4.12,3.09,6.19,10.31,5.15,5.15,4.12,8.25,4.12,10.31,2.06,2.06,4.12,2.06,6.19,9.28,3.09,6.19,2.06,2.06
,,,,,,,,,,,,,,,,,,,,
N3782,5.65,0.66,5.32,5.32,7.97,3.32,3.99,11.63,6.31,9.63,2.33,3.65,2.33,3.65,2.66,8.97,4.98,6.31,0.66,4.65
,,,,,,,,,,,,,,,,,,,,
N3784,6.57,0.6,5.07,7.16,5.67,4.18,1.79,3.28,9.25,10.15,2.09,3.28,4.78,4.18,6.57,7.16,5.07,5.97,1.19,5.97
,,,,,,,,,,,,,,,,,,,,
N3786,10.91,1.82,7.27,9.09,3.64,6.36,0.91,5.45,9.09,9.09,2.73,1.82,2.73,3.64,3.64,4.55,4.55,9.09,0,3.64
,,,,,,,,,,,,,,,,,,,,
N3788,4.75,1.27,5.7,6.33,5.06,4.43,2.22,6.01,8.23,11.71,2.85,2.22,5.7,2.22,6.65,7.91,5.7,4.75,1.27,5.06
,,,,,,,,,,,,,,,,,,,,
N3790,5.88,0.98,5.88,7.84,4.9,6.86,0.98,3.92,4.41,7.84,3.43,5.88,6.37,4.41,10.29,4.41,6.37,6.86,0.98,1.47
,,,,,,,,,,,,,,,,,,,,
N3792,2,1.5,5,3,3.25,3.75,1.75,12.25,11.5,10.75,2,10,2,1.75,5.5,6.75,4.75,4.25,2.25,6
,,,,,,,,,,,,,,,,,,,,
N3794,4.97,2.21,7.18,4.14,4.42,4.14,2.21,6.35,4.97,9.39,2.76,5.52,4.97,3.31,4.97,11.33,4.97,6.08,0.55,5.52
,,,,,,,,,,,,,,,,,,,,
N3796,6.37,1.33,5.31,3.71,2.39,7.43,2.92,8.75,4.51,10.08,2.39,6.37,5.31,4.24,3.71,9.81,3.71,9.02,0,2.65
,,,,,,,,,,,,,,,,,,,,
N3798,4.86,1.53,4.09,3.07,8.44,5.88,2.56,9.21,3.58,11.25,2.81,4.35,3.32,2.81,2.3,8.95,6.65,6.65,2.05,5.63
,,,,,,,,,,,,,,,,,,,,
N3800,10.66,1.64,6.97,5.74,4.1,6.15,2.46,4.92,4.92,6.97,2.46,3.28,3.69,2.87,3.69,8.2,7.38,7.79,3.28,2.87
,,,,,,,,,,,,,,,,,,,,
N3802,11.11,0,5.73,2.95,3.12,10.59,0,7.64,5.73,6.6,2.26,7.81,0,5.9,2.6,12.15,8.68,5.56,0,1.56
,,,,,,,,,,,,,,,,,,,,
N3804,12.46,2.03,8.99,4.93,3.77,10.43,0.87,3.48,5.22,10.14,0.87,2.9,6.67,5.51,4.35,3.77,5.51,5.22,1.16,1.74
,,,,,,,,,,,,,,,,,,,,
N3806,2.84,3.98,5.11,6.82,7.95,3.41,2.27,6.25,9.66,9.09,2.84,5.68,2.27,2.27,5.68,5.11,6.82,4.55,0.57,6.82
,,,,,,,,,,,,,,,,,,,,
N3808,5.71,0.6,6.31,6.61,3,8.71,3,8.11,6.91,6.31,1.2,8.71,2.7,4.2,3.6,7.21,5.11,4.8,1.5,5.71
,,,,,,,,,,,,,,,,,,,,
N3810,5.57,2.3,6.23,8.52,2.62,3.61,2.3,4.59,6.23,7.21,1.64,6.23,8.2,3.93,6.23,7.87,6.56,5.57,0,4.59
,,,,,,,,,,,,,,,,,,,,
N3812,15.57,0.66,8.99,7.24,1.1,10.09,2.85,3.73,2.41,8.11,1.54,1.32,2.85,2.63,10.96,1.97,7.68,6.36,2.41,1.54
,,,,,,,,,,,,,,,,,,,,
N3814,16.59,0,5.31,6.12,0.81,6.92,2.09,4.51,4.83,7.25,2.09,1.29,6.12,3.06,8.86,5.96,7.25,8.05,2.09,0.81
,,,,,,,,,,,,,,,,,,,,
N3816,6.02,0,2.26,0,7.52,5.26,1.5,9.02,6.02,18.05,5.26,2.26,1.5,4.51,3.76,6.77,5.26,9.02,1.5,4.51
,,,,,,,,,,,,,,,,,,,,
N3818,9.27,0.86,7.54,3.23,3.23,10.13,2.16,4.09,4.96,10.13,2.37,4.96,4.74,6.47,4.53,4.74,3.02,5.6,2.37,5.6
,,,,,,,,,,,,,,,,,,,,
N3820,12.95,0,6.47,7.19,5.76,8.63,0.72,3.6,6.47,5.76,5.76,4.32,2.16,3.6,6.47,5.76,5.04,3.6,0.72,5.04
,,,,,,,,,,,,,,,,,,,,
N3822,8.25,1.81,4.63,5.23,5.43,6.24,2.21,5.84,4.23,12.07,1.21,3.82,3.42,5.23,4.63,9.05,5.84,8.25,0.6,2.01
,,,,,,,,,,,,,,,,,,,,
N3824,5.69,1.34,6.02,6.35,5.35,6.02,2.68,9.7,8.03,9.03,2.68,7.02,2.34,2.01,3.34,6.35,4.01,6.35,1,4.68
,,,,,,,,,,,,,,,,,,,,
N3826,10.12,0.47,2.59,3.06,8,10.35,0.47,5.88,3.06,16.24,4,2.12,4,2.59,4.94,4.94,4.71,8.47,1.65,2.35
,,,,,,,,,,,,,,,,,,,,
N3828,7.86,2.2,5.97,4.09,5.35,4.09,3.14,10.38,8.81,8.18,1.26,9.12,1.26,3.46,4.09,4.4,4.72,6.6,0.63,4.4
,,,,,,,,,,,,,,,,,,,,
N3830,9.71,0.97,6.8,10.68,6.8,5.83,2.91,3.88,1.94,4.85,2.91,0.97,4.85,4.85,7.77,6.8,3.88,6.8,3.88,2.91
,,,,,,,,,,,,,,,,,,,,
N3832,6.68,1.67,4.06,7.16,5.01,8.35,1.91,7.16,6.21,10.02,2.15,4.53,4.53,2.63,3.82,7.16,6.44,7.4,1.19,1.91
,,,,,,,,,,,,,,,,,,,,
N3834,11.93,0,10.09,10.09,1.83,11.93,1.83,0.92,13.76,2.75,1.83,2.75,2.75,5.5,2.75,7.34,1.83,6.42,0,3.67
,,,,,,,,,,,,,,,,,,,,
N3836,5.56,1.39,4.86,5.56,3.47,6.25,0,6.94,6.25,9.72,2.08,5.56,2.78,4.86,2.78,9.03,9.72,6.94,0,6.25
,,,,,,,,,,,,,,,,,,,,
N3838,11.34,1.03,7.22,3.09,4.12,10.31,5.15,4.12,3.09,10.31,2.06,3.09,6.19,3.09,9.28,3.09,2.06,6.19,1.03,4.12
,,,,,,,,,,,,,,,,,,,,
N3840,13.69,0.44,3.75,4.64,3.53,7.95,2.87,4.19,5.08,10.15,1.32,5.08,4.19,4.19,4.19,9.05,4.42,7.73,0.22,3.31
,,,,,,,,,,,,,,,,,,,,
N3842,14.55,0.7,7.51,7.28,4.69,6.81,2.35,4.93,1.88,7.98,1.41,2.11,6.1,4.46,5.87,4.23,7.51,5.63,1.17,2.82
,,,,,,,,,,,,,,,,,,,,
N3844,4.13,2.2,8.26,4.68,6.06,7.99,1.93,8.82,6.89,8.54,1.93,5.23,3.31,2.2,4.68,9.09,5.51,4.13,1.38,3.03
,,,,,,,,,,,,,,,,,,,,
N3846,9.69,1.65,8.04,6.19,2.27,14.85,3.09,3.71,2.27,5.57,3.51,4.95,4.12,5.98,7.22,5.15,3.09,5.15,0.62,2.89
,,,,,,,,,,,,,,,,,,,,
N3848,5.8,2.21,6.08,6.08,5.25,6.91,3.31,6.91,6.35,7.46,3.04,5.8,3.04,4.14,3.31,5.52,6.08,5.8,1.93,4.97
,,,,,,,,,,,,,,,,,,,,
N3850,3.39,5.65,6.21,5.65,3.39,5.08,4.52,8.47,10.17,5.65,1.69,3.39,5.65,2.82,2.82,6.78,6.78,6.21,1.13,4.52
,,,,,,,,,,,,,,,,,,,,
N3852,8.69,0.68,5.32,9.28,2.53,5.65,2.45,3.21,5.57,7.34,1.27,4.73,6.92,5.4,2.87,11.65,8.44,6.92,0.08,1.01
,,,,,,,,,,,,,,,,,,,,
N3854,5.66,1.86,6.37,6.02,3.98,7.26,1.33,5.66,6.37,9.03,1.33,5.84,4.96,4.16,5.58,7.08,5.49,7.08,1.33,3.63
,,,,,,,,,,,,,,,,,,,,
N3856,14.17,3.15,2.36,2.36,1.57,2.36,2.36,0.79,1.57,7.87,1.57,0,16.54,0.79,22.83,7.87,7.09,0.79,3.15,0.79
,,,,,,,,,,,,,,,,,,,,
N3858,6.23,0.55,5.31,4.58,2.93,7.33,3.48,3.85,6.96,8.06,2.2,7.14,5.13,11.17,4.76,6.78,4.21,3.66,0.73,4.95
,,,,,,,,,,,,,,,,,,,,
N3860,5.78,0.76,4.26,5.63,3.2,6.24,3.5,5.33,8.68,7.46,1.83,7.31,8.37,3.81,5.48,7.31,4.87,4.87,0.61,4.72
,,,,,,,,,,,,,,,,,,,,
N3862,18.87,1.26,5.35,3.77,1.26,9.75,2.83,3.77,0.94,12.58,1.57,2.52,5.03,5.66,5.97,4.4,4.72,8.49,0.94,0.31
,,,,,,,,,,,,,,,,,,,,
N3864,9.15,1.31,5.23,2.61,0.65,9.15,0.65,5.88,6.54,7.84,1.96,9.8,1.96,9.15,0.65,2.61,7.84,8.5,1.96,6.54
,,,,,,,,,,,,,,,,,,,,
N3866,9.3,1.4,6.05,6.05,4.65,7.21,0.47,5.81,6.74,8.37,1.16,5.35,2.56,4.65,3.95,10.23,5.81,5.58,1.16,3.49
,,,,,,,,,,,,,,,,,,,,
N3868,13.24,1.34,2.23,2.53,5.51,7.59,2.38,6.4,2.08,16.82,4.91,1.64,4.02,2.38,4.02,6.99,4.32,7.44,2.38,1.79
,,,,,,,,,,,,,,,,,,,,
N3870,5.6,3.54,5.6,5.9,4.13,4.42,1.47,3.24,5.31,7.37,1.77,8.26,6.78,3.83,5.31,17.11,6.49,2.36,0,1.47
,,,,,,,,,,,,,,,,,,,,
N3872,8.08,1.81,4.22,12.67,0.84,3.38,2.41,3.86,6.51,11.7,2.65,4.1,1.81,5.31,7,11.94,5.55,4.34,0.24,1.57
,,,,,,,,,,,,,,,,,,,,
N3874,6.57,0.73,5.84,5.84,3.65,4.74,0.36,3.65,10.58,7.3,1.82,5.47,4.38,3.65,4.38,10.95,4.01,11.68,1.46,2.92
,,,,,,,,,,,,,,,,,,,,
N3876,5.66,0.63,4.72,5.66,3.77,7.55,1.26,8.81,9.75,9.12,1.26,7.23,4.4,2.52,1.89,9.43,6.29,5.03,0.94,4.09
,,,,,,,,,,,,,,,,,,,,
N3878,11.58,2.11,4.21,8.42,1.05,3.16,1.05,3.16,7.37,11.58,2.11,1.05,7.37,3.16,15.79,9.47,3.16,3.16,0,1.05
,,,,,,,,,,,,,,,,,,,,
N3880,7.62,0.9,5.23,4.19,4.78,7.32,2.69,4.33,4.33,6.13,3.29,8.22,5.08,3.74,4.33,10.31,6.43,5.83,1.49,3.74
,,,,,,,,,,,,,,,,,,,,
N3882,12.44,1.27,1.02,1.78,7.36,11.17,1.27,7.11,3.05,14.47,5.58,2.54,3.55,1.78,2.79,7.11,3.81,7.11,1.02,3.81
,,,,,,,,,,,,,,,,,,,,
N3884,8.79,1.21,6.55,6.03,5,6.72,3.28,5.69,4.48,9.14,2.24,3.28,6.03,3.45,5.52,7.07,4.83,7.59,1.03,2.07
,,,,,,,,,,,,,,,,,,,,
N3886,14.67,2.67,1.33,0,2.67,17.33,2.67,5.33,5.33,5.33,2.67,5.33,2.67,2.67,2.67,2.67,8,10.67,2.67,2.67
,,,,,,,,,,,,,,,,,,,,
N3888,6.25,0,3.75,5,2.5,3.75,6.25,1.25,2.5,11.25,1.25,5,6.25,5,11.25,1.25,10,10,6.25,1.25
,,,,,,,,,,,,,,,,,,,,
N3890,15.12,1.37,6.53,5.15,3.09,13.06,2.41,2.75,6.87,5.5,3.09,3.09,3.78,2.41,2.41,5.5,6.19,6.19,2.06,3.44
,,,,,,,,,,,,,,,,,,,,
N3892,9.87,1.27,4.78,1.59,4.78,9.24,2.55,4.78,6.69,6.05,1.27,9.24,2.55,2.23,1.59,10.51,6.37,7.96,1.59,5.1
,,,,,,,,,,,,,,,,,,,,
N3894,18.31,4.93,2.11,0,3.52,6.34,0,2.11,2.82,5.63,2.82,0,9.15,0.7,10.56,17.61,6.34,2.82,2.82,1.41
,,,,,,,,,,,,,,,,,,,,
N3896,16.47,0.87,3.47,5.49,4.62,6.07,2.02,6.07,1.16,10.12,3.47,1.45,4.34,2.31,8.67,5.78,7.8,5.2,1.45,3.18
,,,,,,,,,,,,,,,,,,,,
N3898,17.31,1.44,5.77,3.85,4.33,1.92,3.85,2.4,0.96,13.46,2.4,2.4,7.69,2.4,10.58,5.77,7.69,3.37,1.44,0.96
,,,,,,,,,,,,,,,,,,,,
N3900,7.63,1.69,7.63,5.93,4.24,5.08,1.69,5.93,5.93,11.86,3.39,5.93,3.39,1.69,6.78,4.24,7.63,3.39,2.54,3.39
,,,,,,,,,,,,,,,,,,,,
N3902,6.08,0.48,5.92,6.08,3.44,4.96,2.88,5.12,6.32,9.04,1.28,7.52,5.6,5.36,5.6,10.56,5.36,5.12,0.64,2.64
,,,,,,,,,,,,,,,,,,,,
N3904,11.4,0,5.7,2.28,4.84,15.67,0.85,3.99,5.41,9.69,1.14,4.84,1.42,4.27,3.99,7.69,5.98,5.7,0.57,4.56
,,,,,,,,,,,,,,,,,,,,
N3906,6.07,0.7,5.84,5.61,4.21,5.14,1.87,6.31,5.84,8.41,3.04,5.37,7.24,4.44,5.14,9.35,5.61,6.07,0.93,2.8
,,,,,,,,,,,,,,,,,,,,
N3908,14.1,0,4.88,3.25,2.49,14.43,1.84,2.71,2.39,8.68,1.19,2.93,6.51,4.88,7.27,5.97,5.31,7.7,1.3,2.17
,,,,,,,,,,,,,,,,,,,,
N3910,8.26,0.84,6.24,5.23,3.54,7.42,2.02,4.55,3.71,10.46,2.02,5.06,7.08,3.37,5.06,8.43,5.56,4.72,1.52,4.89
,,,,,,,,,,,,,,,,,,,,
N3912,8.42,1.29,4.56,3.98,3.74,5.38,1.99,6.78,3.39,10.76,2.92,5.85,6.08,1.87,4.33,8.3,6.78,8.07,0.82,4.68
,,,,,,,,,,,,,,,,,,,,
N3914,3.62,3.39,7.01,5.2,7.47,4.75,1.81,6.56,6.56,10.18,1.58,4.52,4.07,4.52,4.98,6.79,4.75,6.33,2.04,3.85
,,,,,,,,,,,,,,,,,,,,
N3916,6.33,10.13,6.33,6.33,6.33,7.59,0,1.27,8.86,2.53,0,6.33,6.33,1.27,3.8,10.13,3.8,6.33,2.53,3.8
,,,,,,,,,,,,,,,,,,,,
N3918,7.32,1.33,7.98,5.54,4.21,6.65,3.33,5.54,6.87,8.43,1.33,3.77,3.77,3.33,4.88,8.43,5.1,7.1,1.33,3.77
,,,,,,,,,,,,,,,,,,,,
N3920,5.34,0,3.82,5.34,4.58,9.92,3.82,3.05,10.69,6.11,3.82,6.11,2.29,6.11,3.82,9.16,9.16,5.34,0,1.53
,,,,,,,,,,,,,,,,,,,,
N3922,7.03,1.56,4.69,5.47,3.52,1.95,1.17,10.94,9.38,8.2,3.12,5.86,4.3,2.34,1.95,7.81,9.38,7.03,0.78,3.52
,,,,,,,,,,,,,,,,,,,,
N3924,9.6,0.56,5.93,4.24,2.54,7.06,0.85,4.24,2.26,9.89,4.52,7.06,5.37,6.78,7.34,7.34,3.95,6.5,1.69,2.26
,,,,,,,,,,,,,,,,,,,,
N3926,6.41,0,10.26,3.85,2.56,6.41,8.97,7.69,5.13,7.69,2.56,5.13,2.56,3.85,2.56,3.85,6.41,10.26,0,3.85
,,,,,,,,,,,,,,,,,,,,
N3928,0,1.8,2.7,2.7,16.22,6.31,0.9,9.91,4.5,15.32,8.11,3.6,0,0.9,0,8.11,0.9,11.71,2.7,3.6
,,,,,,,,,,,,,,,,,,,,
N3930,2.74,2.93,2.19,1.28,16.27,5.12,0.73,5.12,3.47,15.9,5.3,3.66,1.46,1.28,0.91,12.61,2.93,10.05,2.01,4.02
,,,,,,,,,,,,,,,,,,,,
N3932,3.64,5.45,3.64,7.27,0,5.45,3.64,7.27,0,21.82,3.64,5.45,3.64,5.45,3.64,10.91,1.82,5.45,1.82,0
,,,,,,,,,,,,,,,,,,,,
N3934,14.55,0,4.24,9.09,3.64,4.85,2.42,3.64,5.45,9.7,3.03,3.03,7.27,5.45,3.03,4.24,4.85,3.64,4.85,3.03
,,,,,,,,,,,,,,,,,,,,
N3936,17.24,0,3.45,5.75,2.3,5.75,1.72,1.72,1.15,14.94,1.72,1.72,4.6,11.49,9.2,3.45,2.3,7.47,2.3,1.72
,,,,,,,,,,,,,,,,,,,,
N3938,11.25,0,0,1.25,1.25,8.75,1.25,1.25,1.25,20,2.5,5,3.75,3.75,2.5,17.5,12.5,3.75,0,2.5
,,,,,,,,,,,,,,,,,,,,
N3940,5.56,2.22,8.89,6.67,5.56,10,1.11,6.67,4.44,4.44,2.22,1.11,2.22,3.33,10,3.33,8.89,11.11,1.11,1.11
,,,,,,,,,,,,,,,,,,,,
N3942,8.9,3.2,6.41,4.27,4.27,6.76,1.42,6.41,4.27,7.83,4.63,4.98,2.49,5.34,3.2,5.34,6.41,8.19,1.42,4.27
,,,,,,,,,,,,,,,,,,,,
N3944,8.86,2.04,4.6,4.77,5.11,9.2,3.07,9.2,4.26,9.88,2.21,3.92,3.24,3.41,3.41,5.96,6.64,5.28,1.53,3.41
,,,,,,,,,,,,,,,,,,,,
N3946,5.14,1.09,6.07,4.21,4.21,1.56,3.43,7.32,5.76,13.24,1.4,6.85,2.8,6.23,4.67,6.85,6.39,6.39,1.71,4.67
,,,,,,,,,,,,,,,,,,,,
N3948,17.69,3.85,3.08,0.77,0,6.15,3.08,0.77,3.85,11.54,1.54,0,9.23,3.08,13.08,9.23,7.69,5.38,0,0
,,,,,,,,,,,,,,,,,,,,
N3950,5.07,2.54,3.17,3.59,8.25,6.34,3.17,5.92,6.34,10.99,3.17,3.38,4.86,3.17,2.54,3.38,6.13,5.71,4.23,8.03
,,,,,,,,,,,,,,,,,,,,
N3952,3.85,11.54,13.46,3.85,3.85,9.62,0,3.85,9.62,3.85,0,5.77,5.77,1.92,9.62,1.92,3.85,3.85,0,3.85
,,,,,,,,,,,,,,,,,,,,
N3954,5.49,0.95,4.17,2.65,7.58,6.63,1.14,8.52,4.73,11.93,2.46,3.79,3.03,3.03,2.84,11.74,4.55,8.9,2.46,3.41
,,,,,,,,,,,,,,,,,,,,
N3956,6.35,1.37,6.69,5.15,3.26,4.29,2.57,4.12,6.35,6.86,2.57,8.23,7.55,4.46,6,12.86,4.8,3.77,0.17,2.57
,,,,,,,,,,,,,,,,,,,,
N3958,5.26,3.29,1.97,1.97,13.16,1.97,1.97,9.21,1.97,15.79,1.97,1.97,4.61,0.66,1.97,14.47,5.92,7.24,0.66,3.95
,,,,,,,,,,,,,,,,,,,,
N3960,3.08,2.31,2.31,4.62,1.54,4.62,7.69,3.85,11.54,12.31,1.54,6.15,3.08,4.62,9.23,3.85,5.38,6.92,1.54,3.85
,,,,,,,,,,,,,,,,,,,,
N3962,6.33,2.04,7.47,4.52,4.75,7.47,2.26,5.66,6.56,10.86,1.58,6.56,4.07,3.62,4.98,7.92,5.2,3.85,1.58,2.71
,,,,,,,,,,,,,,,,,,,,
N3964,1.64,13.11,6.56,3.28,0,8.2,3.28,3.28,8.2,4.92,1.64,3.28,8.2,0,8.2,8.2,8.2,3.28,0,6.56
,,,,,,,,,,,,,,,,,,,,
N3966,4.55,0.97,4.22,5.19,3.25,1.3,1.95,9.09,9.42,10.39,1.62,7.79,4.87,1.95,5.52,12.34,8.12,3.25,0.97,3.25
,,,,,,,,,,,,,,,,,,,,
N3968,10,0,3.5,6,5.5,15,1.5,3.5,4,7.5,3.5,3.5,4.5,3,8,7,3.5,7.5,1,2
,,,,,,,,,,,,,,,,,,,,
N3970,4.87,2.01,4.87,4.87,6.59,2.87,4.87,4.87,8.31,10.89,2.87,5.44,5.44,4.01,4.87,6.3,3.44,6.02,2.58,4.01
,,,,,,,,,,,,,,,,,,,,
N3972,2.94,0.84,5.88,3.78,3.78,7.56,0.84,9.66,12.61,7.98,2.1,5.04,4.2,2.1,3.36,11.76,4.62,6.3,0.42,4.2
,,,,,,,,,,,,,,,,,,,,
N3974,11.29,0.81,11.29,19.35,4.84,6.45,0.81,4.03,0.81,6.45,3.23,3.23,3.23,7.26,3.23,1.61,3.23,3.23,3.23,2.42
,,,,,,,,,,,,,,,,,,,,
N3976,7.67,1.92,5.52,6.24,2.64,8.87,1.44,6.47,5.04,8.39,1.92,4.08,3.84,3.84,4.32,11.03,4.8,6.95,0.48,4.56
,,,,,,,,,,,,,,,,,,,,
N3978,6.02,1.2,6.43,3.61,2.41,8.43,3.21,7.63,6.02,8.43,3.61,4.82,4.82,4.42,0.8,6.43,7.63,8.43,2.01,3.61
,,,,,,,,,,,,,,,,,,,,
N3980,13.86,11.88,2.97,6.93,5.94,4.95,6.93,0.99,2.97,6.93,0.99,1.98,0.99,0,7.92,9.9,4.95,6.93,1.98,0
,,,,,,,,,,,,,,,,,,,,
N3982,3.73,2.9,7.47,5.81,4.15,1.66,2.9,9.96,6.64,12.45,0.83,4.98,4.56,1.24,3.73,7.05,7.05,6.22,1.24,5.39
,,,,,,,,,,,,,,,,,,,,
N3984,6.19,1.55,2.79,4.95,6.81,5.57,1.86,7.74,4.95,14.86,5.26,1.55,2.79,6.5,4.33,8.05,4.02,4.64,0.62,4.95
,,,,,,,,,,,,,,,,,,,,
N3986,8.7,1.74,1.74,11.3,2.61,4.35,1.74,6.09,8.7,8.7,6.96,4.35,0.87,2.61,1.74,9.57,5.22,4.35,4.35,4.35
,,,,,,,,,,,,,,,,,,,,
N3988,4.28,2.14,4.71,5.35,3.21,3.85,3,7.28,7.92,9.85,1.5,6.42,4.07,4.28,2.78,12.42,5.14,7.07,1.07,3.64
,,,,,,,,,,,,,,,,,,,,
N3990,12.04,0.36,7.3,4.38,4.74,9.49,1.46,1.82,10.22,6.57,2.92,6.57,1.46,5.84,3.28,4.01,4.01,6.93,2.19,4.38
,,,,,,,,,,,,,,,,,,,,
N3992,12.21,1.88,4.69,5.16,4.69,9.39,2.82,4.69,2.35,9.86,1.88,1.41,8.45,2.35,8.45,6.1,3.76,7.51,1.88,0.47
,,,,,,,,,,,,,,,,,,,,
N3994,11.75,1.47,6.51,8.5,2.52,3.99,1.36,5.14,7.24,8.5,3.04,3.99,2.94,4.93,5.88,6.93,5.35,7.97,0.42,1.57
,,,,,,,,,,,,,,,,,,,,
N3996,6.41,0,2.56,6.41,6.41,12.82,2.56,3.85,2.56,11.54,6.41,1.28,6.41,3.85,2.56,6.41,3.85,7.69,1.28,5.13
,,,,,,,,,,,,,,,,,,,,
N3998,9.02,0.53,6.63,6.37,3.45,3.71,1.06,6.37,9.02,11.67,2.12,4.51,4.24,4.24,3.45,7.96,4.24,7.43,1.06,2.92
,,,,,,,,,,,,,,,,,,,,
N4000,7.27,0.61,2.73,4.85,8.18,11.52,2.42,6.67,1.21,9.39,4.24,3.33,4.85,3.03,3.64,4.24,5.45,5.45,5.15,5.76
,,,,,,,,,,,,,,,,,,,,
N4002,12.2,1.63,3.46,8.13,1.63,6.71,1.42,3.46,10.16,10.98,2.03,6.1,3.05,3.46,2.64,4.67,11.79,3.25,1.02,2.24
,,,,,,,,,,,,,,,,,,,,
N4004,13.23,2.65,7.18,5.67,2.27,5.67,1.13,3.4,10.96,9.07,0.76,4.35,2.27,3.97,2.84,6.05,10.59,3.97,0.76,3.21
