ID,AAC_A,AAC_C,AAC_D,AAC_E,AAC_F,AAC_G,AAC_H,AAC_I,AAC_K,AAC_L,AAC_M,AAC_N,AAC_P,AAC_Q,AAC_R,AAC_S,AAC_T,AAC_V,AAC_W,AAC_Y
D1824,5.66,2.16,7.28,10.51,3.23,5.12,3.5,4.58,9.97,7.55,1.62,5.12,5.12,4.31,7.55,4.85,5.12,3.23,0.81,2.7
,,,,,,,,,,,,,,,,,,,,
D1826,6.85,0,4.84,2.42,2.02,6.45,4.44,3.23,4.84,6.45,2.02,8.06,7.66,10.08,5.65,13.31,6.45,3.23,0,2.02
,,,,,,,,,,,,,,,,,,,,
D1828,7.05,1.68,4.03,5.37,5.37,5.03,4.7,7.05,5.7,12.75,2.01,4.36,3.36,10.74,3.69,5.7,3.36,3.69,1.01,3.36
,,,,,,,,,,,,,,,,,,,,
D1830,3.03,1.01,3.03,6.06,1.01,3.03,4.04,10.1,11.11,13.13,5.05,6.06,4.04,6.06,4.04,4.04,4.04,7.07,0,4.04
,,,,,,,,,,,,,,,,,,,,
D1832,10.82,1.46,5.26,6.14,3.8,5.85,3.22,4.09,2.34,12.28,2.92,2.05,6.43,2.34,8.19,8.19,4.68,7.89,1.17,0.88
,,,,,,,,,,,,,,,,,,,,
D1834,8.38,0.52,4.19,9.42,6.28,4.19,2.09,8.9,11.52,10.99,3.66,2.62,3.14,3.66,2.09,4.19,6.81,4.19,0.52,2.62
,,,,,,,,,,,,,,,,,,,,
D1836,14.19,1.8,6.31,5.18,2.7,6.31,3.6,5.18,3.83,8.11,0.68,1.8,4.28,2.25,12.84,3.38,4.95,7.43,3.6,1.58
,,,,,,,,,,,,,,,,,,,,
D1838,7.88,0.84,5.63,6.47,3.66,9.7,1.27,5.06,5.49,9.14,3.09,3.94,4.08,3.94,5.91,5.91,5.2,9.56,0.7,2.53
,,,,,,,,,,,,,,,,,,,,
D1840,11.57,0,6.02,10.19,2.78,7.41,1.85,4.17,2.78,9.72,2.78,2.31,4.63,4.63,8.8,5.09,6.48,3.7,0.93,4.17
,,,,,,,,,,,,,,,,,,,,
D1842,18.6,0.26,5.17,8.27,3.1,9.56,1.55,2.07,2.07,14.73,0.78,1.55,4.13,2.58,10.34,3.62,4.91,4.91,1.03,0.78
,,,,,,,,,,,,,,,,,,,,
D1844,6.9,0.31,7.67,5.83,4.91,7.82,2.15,5.98,6.6,9.36,1.69,5.83,3.53,3.99,4.29,5.37,7.06,5.06,1.07,4.6
,,,,,,,,,,,,,,,,,,,,
D1846,11.62,0.76,4.29,6.31,2.27,7.83,2.53,4.8,5.81,11.36,1.52,1.77,5.56,3.54,11.11,4.8,4.29,6.57,2.02,1.26
,,,,,,,,,,,,,,,,,,,,
D1848,7.85,2.04,6.3,5.15,6.21,3.27,3.43,4.42,7.28,10.06,2.13,6.79,3.84,2.53,4.58,5.15,5.64,7.77,0.98,4.58
,,,,,,,,,,,,,,,,,,,,
D1850,10.36,0.32,5.18,7.77,4.21,7.77,2.91,5.83,5.83,12.94,1.29,1.94,3.56,3.88,4.85,6.8,4.53,5.83,1.94,2.27
,,,,,,,,,,,,,,,,,,,,
D1852,7.94,0.72,5.78,6.14,5.42,5.05,2.89,6.14,9.39,5.05,1.44,3.61,3.61,3.97,8.66,6.5,7.58,5.05,1.81,3.25
,,,,,,,,,,,,,,,,,,,,
D1854,8.33,1.23,2.78,8.02,3.09,4.94,2.47,9.57,5.56,13.58,2.16,3.7,3.09,5.25,5.86,7.41,5.25,4.94,0.62,2.16
,,,,,,,,,,,,,,,,,,,,
D1856,6.64,2.3,6.38,8.06,3.72,5.93,2.48,5.31,7.26,8.06,1.86,5.4,4.52,4.25,4.16,9.48,5.49,5.14,1.68,1.86
,,,,,,,,,,,,,,,,,,,,
D1858,8.93,0.97,5.07,8.44,3.38,5.55,3.02,7.24,6.39,10.37,1.93,3.74,3.38,5.67,5.67,5.43,4.83,3.86,2.29,3.86
,,,,,,,,,,,,,,,,,,,,
D1860,9.29,0.74,4.46,7.81,2.97,6.69,1.86,6.69,6.69,7.81,3.35,4.09,5.2,4.46,6.32,7.43,4.83,6.69,0.74,1.86
,,,,,,,,,,,,,,,,,,,,
D1862,7.33,1.63,4.68,4.07,3.46,7.54,4.07,3.05,4.68,10.59,0.81,5.3,10.18,4.89,6.31,8.55,4.07,5.3,1.02,2.44
,,,,,,,,,,,,,,,,,,,,
D1864,3.55,1.02,5.75,12.01,0.85,4.74,3.89,4.06,6.77,9.48,2.2,4.91,6.09,12.69,1.52,8.97,6.09,4.57,0.17,0.68
,,,,,,,,,,,,,,,,,,,,
D1866,11.56,0.99,1.38,4.45,1.38,7.21,1.88,3.26,3.75,8.6,1.78,2.96,9.49,14.23,3.46,11.26,5.73,5.43,0.1,1.09
,,,,,,,,,,,,,,,,,,,,
D1868,8.47,1.3,6.19,5.21,3.26,7.17,6.19,2.28,1.63,15.31,1.95,0.33,4.89,4.23,10.42,7.82,2.93,3.26,2.28,4.89
,,,,,,,,,,,,,,,,,,,,
D1870,4.83,4.83,7.59,8.28,4.83,6.21,4.14,3.45,6.9,12.41,2.07,6.21,2.07,2.76,2.76,5.52,7.59,2.07,0,5.52
,,,,,,,,,,,,,,,,,,,,
D1872,3.28,0.82,9.84,6.56,4.1,5.74,1.64,9.02,10.66,9.84,3.28,4.92,0.82,5.74,5.74,3.28,4.1,4.92,1.64,4.1
,,,,,,,,,,,,,,,,,,,,
D1874,9.84,1.27,4.13,5.4,2.54,6.98,2.86,5.4,4.13,10.79,3.17,2.86,4.13,6.35,6.03,6.98,6.03,7.94,0.32,2.86
,,,,,,,,,,,,,,,,,,,,
D1876,7.03,0.54,8.65,7.57,4.32,3.24,2.16,6.49,10.27,5.41,2.7,7.03,2.7,3.78,3.24,5.95,5.41,5.95,1.08,6.49
,,,,,,,,,,,,,,,,,,,,
D1878,5.62,1.12,10.11,6.74,2.25,8.99,2.25,3.37,2.25,12.36,2.25,2.25,4.49,1.12,12.36,4.49,6.74,5.62,1.12,4.49
,,,,,,,,,,,,,,,,,,,,
D1880,5.54,0.89,6.53,7.75,5.32,5.65,1.55,8.19,7.75,7.09,2.77,4.87,4.76,3.43,5.09,6.09,4.21,5.32,1.33,5.87
,,,,,,,,,,,,,,,,,,,,
D1882,8.72,1.74,2.33,11.05,3.49,4.07,0,15.12,11.63,8.72,1.16,3.49,3.49,1.16,4.65,5.23,4.65,6.98,0,2.33
,,,,,,,,,,,,,,,,,,,,
D1884,9.84,0,0,0,0,1.64,1.64,0,1.64,34.43,1.64,3.28,14.75,6.56,14.75,6.56,3.28,0,0,0
,,,,,,,,,,,,,,,,,,,,
D1886,9.79,0.98,5.11,4.13,3.26,6.2,3.59,5.55,3.16,11.1,1.85,4.03,7.18,2.72,7.29,7.4,6.75,6.75,0.76,2.39
,,,,,,,,,,,,,,,,,,,,
D1888,6.84,1.63,4.89,5.21,3.26,4.56,3.26,8.47,6.84,9.77,2.61,5.21,4.56,4.89,3.91,6.84,5.21,4.89,2.61,4.56
,,,,,,,,,,,,,,,,,,,,
D1890,11.33,1.29,6.18,4.89,3.09,8.62,2.32,3.73,4.5,9.65,2.45,3.35,5.41,3.86,6.82,5.53,6.44,6.05,1.54,2.96
,,,,,,,,,,,,,,,,,,,,
D1892,8.08,2.24,7.52,7.6,1.76,4.56,3.04,3.84,6.08,5.6,3.52,5.52,5.28,4.4,7.28,9.68,5.92,5.28,1.52,1.28
,,,,,,,,,,,,,,,,,,,,
D1894,9.9,0.99,5.78,16.34,2.97,9.9,1.98,2.48,3.8,8.25,1.16,1.49,4.46,4.13,6.27,7.1,4.62,5.45,1.32,1.65
,,,,,,,,,,,,,,,,,,,,
D1896,3.95,2.78,4.97,6.58,4.09,3.51,4.97,3.36,9.65,7.75,2.63,6.14,6.29,4.24,5.56,9.8,3.51,4.97,1.02,4.24
,,,,,,,,,,,,,,,,,,,,
D1898,13.16,0.88,4.68,5.56,2.92,8.77,2.34,5.85,2.92,10.82,2.05,2.34,2.63,4.68,6.73,7.31,7.02,6.73,1.17,1.46
,,,,,,,,,,,,,,,,,,,,
D1900,8.78,0.8,7.71,7.45,3.72,3.99,2.93,4.52,12.5,7.45,1.6,3.46,5.59,4.79,2.93,6.38,4.52,8.24,0.8,1.86
,,,,,,,,,,,,,,,,,,,,
D1902,8.11,2.7,5.41,4.5,2.7,9.01,0.9,4.5,7.21,7.21,3.6,2.7,6.31,4.5,4.5,5.41,5.41,10.81,1.8,2.7
,,,,,,,,,,,,,,,,,,,,
D1904,5.46,0.33,4.81,8.24,2.77,3.59,2.85,4.81,8.81,6.36,1.39,7.5,7.42,3.18,6.04,11.83,6.44,4.49,0.65,3.02
,,,,,,,,,,,,,,,,,,,,
D1906,3.18,1.17,5.83,7.74,2.65,3.92,2.76,4.88,10.92,6.36,1.38,6.04,5.41,4.14,6.36,12.51,6.36,5.83,0.42,2.12
,,,,,,,,,,,,,,,,,,,,
D1908,8.08,0.87,4.18,3.61,1.01,10.97,6.64,2.16,3.9,6.06,3.03,3.46,8.95,7.5,2.31,12.27,6.64,3.17,0.72,4.47
,,,,,,,,,,,,,,,,,,,,
D1910,12.13,0.98,2.62,5.25,2.3,5.57,1.97,6.56,2.95,12.46,2.95,3.61,4.26,6.89,4.92,9.18,4.59,8.52,0.66,1.64
,,,,,,,,,,,,,,,,,,,,
D1912,7.2,1.34,6.53,6.87,2.35,4.86,2.68,8.38,7.04,10.72,3.35,4.02,4.52,4.02,4.69,7.04,5.7,6.53,0.17,2.01
,,,,,,,,,,,,,,,,,,,,
D1914,9.43,2.26,6.79,7.55,2.64,5.28,2.26,4.53,7.17,10.94,1.89,2.26,3.77,4.15,7.92,6.79,3.02,6.04,1.13,4.15
,,,,,,,,,,,,,,,,,,,,
D1916,9.35,1.5,4.84,8.35,2.17,4.84,1.67,4.17,4.01,5.68,2.5,6.51,8.51,6.34,4.84,8.85,8.51,5.01,0.67,1.67
,,,,,,,,,,,,,,,,,,,,
D1918,11.59,0,5.07,7.97,3.62,8.7,2.9,2.9,6.52,9.42,2.17,1.45,6.52,2.17,10.87,7.25,3.62,7.25,0,0
,,,,,,,,,,,,,,,,,,,,
D1920,7.66,0.85,7.23,6.81,3.4,7.23,2.13,7.23,5.96,7.23,2.55,3.4,2.55,4.68,6.81,5.96,5.11,8.09,0.85,4.26
,,,,,,,,,,,,,,,,,,,,
D1922,4.62,1.44,4.72,5.03,5.54,3.29,2.05,7.7,7.6,10.06,2.16,6.47,4.72,4.72,3.39,9.86,6.37,5.24,1.33,3.7
,,,,,,,,,,,,,,,,,,,,
D1924,7.39,1.31,5.25,6.4,3.61,5.91,1.31,6.08,6.24,6.9,2.96,6.4,3.78,5.75,4.93,7.72,5.91,7.55,1.15,3.45
,,,,,,,,,,,,,,,,,,,,
D1926,3.64,1.82,6.12,6.28,5.45,3.31,0.99,5.62,9.26,10.58,1.65,6.94,4.13,5.12,3.97,8.76,7.11,6.61,0.83,1.82
,,,,,,,,,,,,,,,,,,,,
D1928,5.2,0.5,5.69,7.43,3.47,4.7,1.49,8.42,9.65,8.91,1.98,4.21,5.2,2.97,2.97,7.92,6.68,5.45,1.98,5.2
,,,,,,,,,,,,,,,,,,,,
D1930,6.61,0.83,3.58,5.79,6.89,5.79,1.38,7.16,11.02,8.26,0.83,5.23,3.58,6.34,3.86,6.34,4.41,4.68,0.83,6.61
,,,,,,,,,,,,,,,,,,,,
D1932,17.58,0.78,6.25,6.64,0.78,6.64,1.56,3.91,1.95,9.77,2.34,1.95,4.3,2.73,8.98,8.2,4.69,7.81,1.17,1.95
,,,,,,,,,,,,,,,,,,,,
D1934,9.39,0.83,4.7,8.29,5.25,8.01,3.31,3.59,1.93,15.47,1.38,2.21,5.52,3.31,8.29,2.21,6.91,5.8,1.38,2.21
,,,,,,,,,,,,,,,,,,,,
D1936,5.16,1.45,5.95,6.28,4.49,5.09,1.32,6.61,10.05,9.32,2.45,6.74,4.03,6.94,4.23,5.49,5.42,5.29,0.73,2.97
,,,,,,,,,,,,,,,,,,,,
D1938,6.43,0.58,4.09,11.7,6.43,4.68,2.34,7.6,9.94,8.19,4.09,7.02,0.58,5.85,1.75,7.02,4.09,2.92,1.17,3.51
,,,,,,,,,,,,,,,,,,,,
D1940,5.4,0.36,5.04,10.07,4.32,2.88,1.44,9.71,8.27,8.63,2.88,2.88,4.32,4.32,4.32,7.19,5.76,4.32,0,7.91
,,,,,,,,,,,,,,,,,,,,
D1942,6.9,0.8,4.24,4.51,6.37,4.51,3.18,3.98,5.57,10.08,2.12,3.71,3.45,5.57,8.49,6.37,6.37,8.22,1.59,3.98
,,,,,,,,,,,,,,,,,,,,
D1944,4.84,1.61,4.84,4.03,3.23,8.87,2.42,8.06,6.45,16.13,2.42,5.65,1.61,8.06,4.84,5.65,5.65,3.23,0,2.42
,,,,,,,,,,,,,,,,,,,,
D1946,7.53,0,7.88,13.01,1.03,4.79,1.03,4.45,12.33,6.85,1.71,9.59,4.79,3.08,6.51,8.22,2.74,2.05,0,2.4
,,,,,,,,,,,,,,,,,,,,
D1948,6.81,2.39,4.37,8.73,2.79,4.25,2.56,3.2,8.79,7.28,1.57,4.42,9.37,4.13,4.13,12.05,5.65,5.3,0.7,1.51
,,,,,,,,,,,,,,,,,,,,
D1950,1.91,0.32,5.73,4.46,5.73,3.82,4.14,10.19,9.87,9.24,1.91,5.1,2.87,2.87,6.05,5.73,7.64,7.01,0.32,5.1
,,,,,,,,,,,,,,,,,,,,
D1952,4.54,1.08,7.13,7.13,2.81,12.1,0.86,7.56,4.75,6.26,2.59,2.59,8.86,4.54,7.78,6.91,5.18,3.02,0.65,3.67
,,,,,,,,,,,,,,,,,,,,
D1954,8.77,0.65,8.44,10.71,1.95,6.17,0.65,5.52,10.39,3.9,1.95,2.92,5.19,3.25,3.25,8.12,9.42,4.87,0.65,3.25
,,,,,,,,,,,,,,,,,,,,
D1956,5.77,0.96,2.56,7.69,4.81,5.77,0.64,6.73,5.13,10.26,3.21,4.49,3.85,4.17,3.85,9.94,7.37,9.29,0.64,2.88
,,,,,,,,,,,,,,,,,,,,
D1958,5.56,1.39,6.94,8.33,2.78,0,1.39,5.56,9.72,12.5,4.17,4.17,2.78,1.39,8.33,6.94,6.94,4.17,1.39,5.56
,,,,,,,,,,,,,,,,,,,,
D1960,7.87,0,10.11,13.48,5.62,4.49,3.37,6.74,12.36,8.99,3.37,3.37,0,0,4.49,3.37,2.25,6.74,0,3.37
,,,,,,,,,,,,,,,,,,,,
D1962,14.98,2.64,3.52,7.93,2.64,6.17,3.52,5.29,3.96,12.33,1.76,0.88,2.64,3.96,5.29,8.37,4.85,6.61,0.88,1.76
,,,,,,,,,,,,,,,,,,,,
D1964,6.66,4.52,5.71,8.92,3.09,5.71,1.66,2.85,4.64,8.32,2.14,3.21,7.97,5.11,5.95,10.94,5.35,4.76,0.36,2.14
,,,,,,,,,,,,,,,,,,,,
D1966,11.44,1.31,4.5,7.5,4.32,8.26,1.31,3.94,2.81,6.75,3.56,3.75,3.75,5.25,7.88,8.07,4.69,4.88,2.44,3.56
,,,,,,,,,,,,,,,,,,,,
D1968,6.98,1.55,3.1,9.3,1.55,7.75,0,6.2,11.63,11.63,1.55,9.3,6.98,6.2,0,6.2,3.1,3.1,1.55,2.33
,,,,,,,,,,,,,,,,,,,,
D1970,12.75,1.82,2.55,2.73,0.73,8.38,10.2,2.55,2,5.1,2.37,3.46,8.38,4.19,4.74,13.84,6.92,4.55,0.36,2.37
,,,,,,,,,,,,,,,,,,,,
D1972,11.43,2.04,5.71,4.9,3.27,4.08,1.22,2.04,3.67,8.16,1.22,3.67,11.84,10.2,4.9,6.12,4.9,6.94,0.82,2.86
,,,,,,,,,,,,,,,,,,,,
D1974,5.47,1.53,5.47,6.56,6.35,3.5,1.31,13.57,9.63,8.32,0.66,11.6,1.53,3.72,2.84,6.35,3.72,3.72,0.66,3.5
,,,,,,,,,,,,,,,,,,,,
D1976,9.66,2.57,4.43,5.41,4.08,8.07,1.77,3.28,3.72,9.93,1.68,4.17,6.12,4.17,5.67,7.36,5.59,7.27,0.71,4.34
,,,,,,,,,,,,,,,,,,,,
D1978,6.24,3.31,5.35,6.37,5.1,6.62,2.42,2.55,6.37,10.83,1.91,3.95,6.62,4.97,4.97,8.41,5.1,4.46,1.4,3.06
,,,,,,,,,,,,,,,,,,,,
D1980,5.62,0,5.06,7.58,3.65,2.81,1.4,4.78,7.87,11.8,1.12,5.06,2.53,3.65,7.3,7.87,7.87,7.3,0.28,6.46
,,,,,,,,,,,,,,,,,,,,
D1982,3.16,0.92,5.74,4.66,6.16,4.24,1.75,9.57,11.31,9.32,2,8.65,3.91,1.66,2.58,7.32,6.82,4.83,0.58,4.83
,,,,,,,,,,,,,,,,,,,,
D1984,4.99,0.46,6.16,8.71,7.08,3.48,0.93,8.01,6.04,10.57,1.39,8.13,3.95,3.02,4.41,6.04,5.46,5.69,1.28,4.18
,,,,,,,,,,,,,,,,,,,,
D1986,7.84,9.15,3.27,6.54,4.58,1.96,1.96,3.27,6.54,13.07,3.92,2.61,3.27,3.92,6.54,5.88,5.88,6.54,0.65,2.61
,,,,,,,,,,,,,,,,,,,,
D1988,8.86,0,6.33,6.96,2.53,5.7,1.9,7.59,10.13,7.59,1.9,4.43,5.06,2.53,3.8,8.86,4.43,5.7,2.53,3.16
,,,,,,,,,,,,,,,,,,,,
D1990,7.04,2.06,5.42,8.31,4.42,4.94,2.67,5.38,5.82,9.84,2.45,3.37,4.77,4.46,6.3,6.87,4.24,6.56,1.44,3.63
,,,,,,,,,,,,,,,,,,,,
D1992,16.06,3.21,6.43,3.61,3.21,5.62,1.61,1.2,1.61,13.25,2.41,0.4,4.42,2.01,11.24,6.83,6.43,8.43,0,2.01
,,,,,,,,,,,,,,,,,,,,
D1994,3.32,2.11,4.83,7.55,4.83,2.72,1.51,6.04,7.25,7.55,3.32,5.44,5.74,5.74,3.93,11.18,4.83,4.23,0.91,6.95
,,,,,,,,,,,,,,,,,,,,
D1996,5.98,2.23,4.59,9.46,4.03,4.59,0.83,7.37,12.1,8.07,2.92,6.4,2.78,4.45,3.2,6.4,4.17,5.84,0.83,3.76
,,,,,,,,,,,,,,,,,,,,
D1998,4.93,0.9,7.62,10.76,4.04,3.59,1.35,8.52,8.07,11.66,2.24,4.04,1.35,4.93,7.17,6.73,3.14,4.93,0,4.04
,,,,,,,,,,,,,,,,,,,,
D2000,9.93,1.39,6,6.7,3.93,8.78,1.39,6.24,8.78,8.31,1.85,5.54,3.7,2.54,3.93,6,4.16,7.62,0.69,2.54
,,,,,,,,,,,,,,,,,,,,
D2002,8.26,0.43,5.22,9.13,0.43,6.09,3.48,5.22,3.04,10.87,3.04,3.91,6.09,1.74,8.26,3.91,7.39,11.74,0.87,0.87
,,,,,,,,,,,,,,,,,,,,
D2004,3.93,3.32,4.83,7.85,4.53,5.74,3.32,3.93,3.93,12.39,1.81,4.53,5.44,2.11,7.55,9.37,5.14,5.14,0.91,4.23
,,,,,,,,,,,,,,,,,,,,
D2006,2.8,0,6.54,7.48,3.74,4.67,1.87,9.35,12.15,14.02,1.87,4.67,2.8,1.87,3.74,6.54,4.67,6.54,0,4.67
,,,,,,,,,,,,,,,,,,,,
D2008,8.6,1.98,5.29,7.6,3.31,5.45,2.81,3.97,5.12,9.09,2.81,3.14,8.76,2.64,6.45,9.09,5.95,5.45,0.83,1.65
,,,,,,,,,,,,,,,,,,,,
D2010,13.46,0.96,5.77,4.81,3.85,3.85,1.92,4.81,2.88,8.65,1.92,3.85,6.73,6.73,8.65,6.73,3.85,7.69,0.96,1.92
,,,,,,,,,,,,,,,,,,,,
D2012,9.82,2.78,6.94,6.65,6.15,4.76,1.88,3.87,4.96,9.03,2.28,4.27,3.67,0.79,8.13,6.05,4.66,8.83,0.6,3.87
,,,,,,,,,,,,,,,,,,,,
D2014,5.67,2.06,3.61,10.31,7.73,2.06,2.06,6.19,7.22,12.89,2.58,5.67,1.55,7.22,3.61,7.73,5.15,2.58,1.55,2.58
,,,,,,,,,,,,,,,,,,,,
D2016,9.09,2.12,4.85,8.79,1.82,8.48,1.82,0.61,1.52,13.94,1.21,0.61,4.55,5.45,13.64,10.61,2.73,4.85,0.91,2.42
,,,,,,,,,,,,,,,,,,,,
D2018,7.51,0.24,2.18,3.63,2.42,1.94,2.91,1.69,3.63,5.57,1.94,5.33,10.41,7.99,3.39,20.1,8.96,5.33,0.48,4.36
,,,,,,,,,,,,,,,,,,,,
D2020,8,2.48,5.12,6.4,3.28,10.08,1.44,4,7.2,6.24,1.76,4.32,6.56,4.32,5.52,7.44,6.48,5.2,1.68,2.48
,,,,,,,,,,,,,,,,,,,,
D2022,4.08,6.12,7.14,6.12,0,12.24,8.16,0,0,8.16,1.02,3.06,5.1,8.16,11.22,7.14,2.04,8.16,0,2.04
,,,,,,,,,,,,,,,,,,,,
D2024,8.43,2.41,4.52,4.82,2.71,6.02,3.01,3.31,5.72,6.93,1.81,7.23,6.02,4.82,4.52,14.16,6.33,2.71,0.3,4.22
,,,,,,,,,,,,,,,,,,,,
D2026,7.48,1.5,5.19,7.21,3.87,4.66,2.81,6.42,8.18,9.67,1.85,3.69,3.87,4.57,4.75,8.53,5.89,6.6,0.53,2.73
,,,,,,,,,,,,,,,,,,,,
D2028,5.26,1.32,5.26,7.89,5.26,8.55,2.63,6.58,8.55,7.24,3.29,3.29,4.61,2.63,5.92,5.26,2.63,9.21,1.97,2.63
,,,,,,,,,,,,,,,,,,,,
D2030,6.16,0.38,5.9,4.77,1.88,5.4,5.53,2.76,3.27,9.42,2.01,4.52,8.42,5.28,5.78,11.18,8.04,3.64,1.76,3.89
,,,,,,,,,,,,,,,,,,,,
D2032,9.32,0.75,5.84,4.35,1.99,6.09,4.97,4.22,3.6,6.71,1.24,8.45,4.72,7.95,4.47,11.18,6.21,5.22,0.12,2.61
,,,,,,,,,,,,,,,,,,,,
D2034,10.5,1.1,3.87,7.73,2.76,3.31,2.76,6.08,7.73,8.29,3.87,2.76,4.42,3.87,5.52,7.18,7.73,6.63,0.55,3.31
,,,,,,,,,,,,,,,,,,,,
D2036,4.73,0.15,4.73,2.66,3.55,5.33,2.07,4.44,5.62,5.18,2.22,15.24,8.14,5.47,3.4,16.12,5.92,2.66,0.15,2.22
,,,,,,,,,,,,,,,,,,,,
D2038,5.14,0.62,4.84,6.38,2.57,4.73,2.67,5.66,5.86,10.8,1.03,5.66,8.02,4.73,7.2,11.01,4.73,5.76,0.62,1.95
,,,,,,,,,,,,,,,,,,,,
D2040,10.22,0.54,6.99,8.6,1.61,9.14,1.08,3.76,4.84,5.91,2.15,4.84,3.76,2.69,6.99,5.91,8.6,7.53,1.61,3.23
,,,,,,,,,,,,,,,,,,,,
D2042,14.52,1.32,5.94,4.29,3.3,7.26,1.98,3.3,2.31,10.56,2.31,1.32,5.94,4.29,9.57,5.28,5.61,8.25,1.65,0.99
,,,,,,,,,,,,,,,,,,,,
D2044,7.42,4.4,4.67,4.4,3.02,5.22,1.92,3.85,1.65,10.71,0.55,3.02,6.04,5.49,15.38,7.42,4.4,6.04,3.02,1.37
,,,,,,,,,,,,,,,,,,,,
D2046,9.09,0.91,8.18,3.64,3.64,2.73,3.64,6.36,5.45,9.09,5.45,5.45,0.91,1.82,7.27,11.82,8.18,5.45,0,0.91
,,,,,,,,,,,,,,,,,,,,
D2048,6.59,0.91,4.76,14,1.74,2.74,1.46,4.21,8.69,10.16,1.92,3.93,3.29,6.59,4.85,11.89,5.95,4.76,0.55,1.01
,,,,,,,,,,,,,,,,,,,,
D2050,3.64,11.82,7.27,4.55,2.73,10,1.82,6.36,10.91,4.55,0.91,1.82,3.64,2.73,7.27,4.55,2.73,6.36,0,6.36
,,,,,,,,,,,,,,,,,,,,
D2052,1.52,0.68,9.29,2.53,2.2,29.56,1.18,1.35,2.7,0.34,1.18,4.39,3.04,7.09,9.46,10.47,2.36,1.18,0.34,9.12
,,,,,,,,,,,,,,,,,,,,
D2054,7.34,1.83,5.5,5.05,2.57,8.26,3.39,4.5,3.85,8.07,2.57,4.5,6.33,8.07,5.5,8.35,6.33,3.94,1.19,2.84
,,,,,,,,,,,,,,,,,,,,
D2056,3.88,1.72,4.31,9.48,4.31,3.45,1.29,12.07,11.21,12.07,2.59,4.31,3.02,2.59,5.17,6.03,2.59,5.6,0.43,3.88
,,,,,,,,,,,,,,,,,,,,
D2058,7.87,0.79,3.94,13.39,4.72,3.15,1.57,5.51,8.66,7.87,3.94,6.3,1.57,3.15,5.51,10.24,2.36,7.09,0,2.36
,,,,,,,,,,,,,,,,,,,,
D2060,10.47,2.62,7.85,7.85,2.62,3.66,2.09,3.14,3.14,14.66,3.14,2.09,3.66,7.33,7.85,2.62,5.24,5.24,1.05,3.66
,,,,,,,,,,,,,,,,,,,,
D2062,6.16,1.48,4.43,9.36,3.94,2.46,2.96,6.65,8.87,13.3,2.46,3.69,0.49,4.43,5.17,5.67,3.2,3.45,0.74,11.08
,,,,,,,,,,,,,,,,,,,,
D2064,4.66,2.21,5.64,5.15,4.9,5.88,1.23,6.37,5.15,10.29,3.19,4.41,5.88,3.68,6.37,7.35,8.58,4.9,0.74,3.43
,,,,,,,,,,,,,,,,,,,,
D2066,9.51,2.53,4.27,7.02,3.28,6.83,2.98,2.34,2.72,11.63,1.32,1.59,7.17,5.85,8.53,5.89,4.61,8.15,1.59,2.19
,,,,,,,,,,,,,,,,,,,,
D2068,9.62,1.1,4.12,3.85,6.04,10.99,2.2,4.12,1.65,9.07,1.37,3.02,6.04,2.75,7.42,8.52,4.67,9.34,1.65,2.47
,,,,,,,,,,,,,,,,,,,,
D2070,13.14,1.27,5.93,2.54,3.81,7.2,4.24,5.08,5.51,9.75,1.69,2.12,4.66,1.69,7.63,7.2,5.51,5.51,2.97,2.54
,,,,,,,,,,,,,,,,,,,,
D2072,6.54,2.11,5.06,7.17,4.75,4.53,2.18,4.82,6.69,12.84,2.86,3.71,4.53,4.55,5.21,7.92,4.43,6.06,1.19,2.86
,,,,,,,,,,,,,,,,,,,,
D2074,5.17,1.29,6.47,6.03,2.59,5.6,3.45,4.31,9.91,6.47,2.59,4.31,3.02,8.19,9.05,7.33,3.45,6.03,0.86,3.88
,,,,,,,,,,,,,,,,,,,,
D2076,6.19,0.86,4.73,2.92,3.44,6.53,2.84,3.01,2.84,9.62,2.49,5.41,6.87,15.29,3.95,10.82,4.64,4.64,1.12,1.8
,,,,,,,,,,,,,,,,,,,,
D2078,4.01,2.68,4.01,6.69,5.69,4.35,0.67,6.02,6.02,11.71,2.34,6.35,1.67,3.34,5.02,7.69,5.69,10.7,0.33,5.02
,,,,,,,,,,,,,,,,,,,,
D2080,7.77,3.88,4.85,8.74,0,0.97,1.94,10.68,22.33,6.8,1.94,5.83,2.91,2.91,2.91,1.94,5.83,2.91,0.97,3.88
,,,,,,,,,,,,,,,,,,,,
D2082,3.24,1.44,5.23,5.95,4.5,4.14,2.88,6.49,6.49,10.81,1.44,4.86,4.86,6.49,4.68,9.01,6.31,5.59,2.16,3.42
,,,,,,,,,,,,,,,,,,,,
D2084,5.79,0.91,9.15,6.71,3.05,6.4,1.52,5.79,9.15,6.4,3.66,3.96,3.66,4.57,7.62,6.4,5.49,6.1,1.52,2.13
,,,,,,,,,,,,,,,,,,,,
D2086,7.81,1.56,7.29,6.77,4.69,8.85,1.56,7.29,5.73,9.9,1.04,3.65,1.56,3.12,5.21,9.38,4.17,6.25,1.56,2.6
,,,,,,,,,,,,,,,,,,,,
D2088,5.95,0.93,5.95,8.36,5.2,5.02,2.97,4.83,5.2,8.55,1.3,4.46,3.35,4.65,6.69,10.04,4.83,7.99,1.86,1.86
,,,,,,,,,,,,,,,,,,,,
